Season,Name,Team,PA,O-Swing%,Swing%,Pull%,CStr%,CSW%,BB%+,K%+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Hard%+,OBP+,NameASCII,PlayerId,MLBAMID
2010,"Carlos Beltrán","NYM",255,0.2508,0.4192,0.4486,0.175,0.2389,133.14771870602462,82.89135400365191,103.50749605428307,114.47534821831023,91.1806931711318,102.62500146401825,94.71341704743539,104.88902434224205,99.4802522075549,114.49324015373257,126.35720138977877,102.77700016945519,"Carlos Beltran",589,136860
2009,"Jeremy Hermida","FLA",491,0.2413,0.4178,0.3909,0.1909,0.2794,122.99161079955275,117.63041061585058,92.78654159481933,85.00612917472998,102.27959193352191,104.15292374159597,94.0243842980154,104.77972321668014,102.34194492135433,96.99977488218012,99.42440816162886,102.77600824272565,"Jeremy Hermida",7208,435181
2018,"Grayson Greiner","DET",116,0.2727,0.4329,0.3731,0.1861,0.303,176.53814426078128,126.58926445606755,67.51047994458482,37.46822823590052,106.51705765646528,112.49574341979873,105.73572927702037,86.04929293101999,0,90.85679927082475,101.01547502652448,102.77310588329061,"Grayson Greiner",17062,606988
2006,"Hanley Ramirez","FLA",700,0.175,0.4164,0.4063,0.1989,0.2616,90.0704130763355,111.31092656769587,108.63972555685058,110.67565939424391,113.42669883755583,105.82139112561862,101.73915200405037,94.9054496111539,87.58458422686354,99.6690369417361,101.7193296344544,102.76653095808396,"Hanley Ramirez",8001,434670
2009,"Fred Lewis","SFG",336,0.1894,0.4385,0.3033,0.1686,0.2654,115.53995071128173,142.96171236903263,92.36529522032524,84.58147770583119,115.0758852066984,110.72698839193956,120.34881775586305,70.92331159561475,72.53907099034826,75.26489755666155,105.94361713993365,102.7599090637989,"Fred Lewis",4693,430930
2007,"Luis Terrero","CHW",139,0.2656,0.4584,0.4699,0.166,0.2992,100.7919640188812,150.78119097878792,88.7636218399821,95.16019540011959,93.53819753236154,86.44863362214443,115.4940563219597,88.5996967477052,212.17592688833173,116.13490939433203,96.87558279762054,102.75694195560891,"Luis Terrero",1765,407880
2011,"Josh Willingham","OAK",563,0.2042,0.399,0.5231,0.199,0.2964,122.79636262427418,148.51575150668106,116.80583272266757,153.94055604741516,97.64623252719893,89.51046284286474,78.95498138355907,130.72612324044545,174.5608919020563,128.52757887159729,141.90166773181085,102.75653661398137,"Josh Willingham",2103,425545
2013,"Didi Gregorius","ARI",404,0.3146,0.4957,0.3627,0.1311,0.2324,114.5909232167059,84.79868561562269,92.97872548702587,84.27192390990179,96.8056508983939,98.44874535720238,82.34193201619546,124.64404391836878,55.757300661394595,94.25420757379253,75.77181637536549,102.75254148461983,"Didi Gregorius",6012,544369
2016,"Justin Turner","LAD",622,0.2441,0.4439,0.3523,0.18,0.251,89.304488528743,83.84831636852678,115.85806750135583,131.985676127964,96.17283558511777,112.46111929148476,80.8056923679571,117.39493661494498,115.28890859429697,90.27184230967026,117.26089609350683,102.7444595000241,"Justin Turner",5235,457759
2019,"Jason Castro","MIN",275,0.2516,0.452,0.3974,0.1431,0.2993,141.14541552256034,139.95434279840302,98.75166055109636,108.68055682959562,102.70226135921956,115.90661566968907,85.22727318908558,107.82607517636305,143.83848948169046,96.06946166167624,136.28338778717153,102.739196623805,"Jason Castro",8722,488771
2012,"Will Venable","SDP",470,0.3238,0.4719,0.3909,0.1689,0.2724,105.69236439593766,104.15527609103957,103.75157809593323,108.27191055711857,105.37012899079971,106.37773654097782,106.69387673360846,87.06319882660023,89.28996701406082,100.25135177062525,107.72905181206316,102.73615187551088,"Will Venable",211,461416
2006,"Alex Rios","TOR",498,0.2412,0.4645,0.4097,0.179,0.267,84.81400373393333,110.71831555236304,117.76562889181923,131.32731214544762,110.1757071736416,110.04825834811416,84.29733339904058,113.25981245795049,102.44119856041276,101.14712023632583,111.81764092451067,102.73438731259088,"Alex Rios",2090,425567
2002,"Mike Lieberthal","PHI",530,0.181,0.5008,0.463,0.1344,0.2215,76.834415159384,66.96977166354722,104.7974096250398,104.26072998804301,98.30423281135597,93.99416273156311,84.52917447079653,123.0647062263744,76.30418838242018,108.52357673816626,121.38463480714236,102.73350337042997,"Mike Lieberthal",959,117759
2008,"Chris Snyder","ARI",404,0.1721,0.3588,0.5021,0.2185,0.3011,152.0851085393879,145.82190886652197,106.02845795324359,135.48672433870476,94.13365377544548,87.95127777533686,87.66944135154971,121.96428680471693,145.12991056354286,123.38204920112199,103.26272555567056,102.73246242114027,"Chris Snyder",4606,430965
2010,"Ramon Santiago","DET",367,0.2744,0.4558,0.3905,0.1789,0.2306,96.02409062114965,87.41274415452457,79.71215533226633,42.42206143329245,104.1865412643672,116.40254310082148,112.58776236418588,77.76545385791525,42.84292894567328,97.70101618631915,79.44617761455919,102.72952218581692,"Ramon Santiago",1417,421124
2019,"Avisaíl García","TBR",530,0.3998,0.5639,0.4223,0.0929,0.2661,68.7972936851645,103.15031135032422,105.48058404736386,97.6652599093765,113.92100680357444,104.98942288507938,109.01762914185973,86.64728711998131,112.55266414172776,102.11197779259837,105.67604136214793,102.72641535064966,"Avisail Garcia",5760,541645
2016,"Yasmani Grandal","LAD",457,0.2329,0.3915,0.4291,0.1892,0.2897,162.06387046336198,123.72080663085683,112.1240678939763,150.8423707048755,82.05222106443205,75.99449488864322,100.0164405857725,114.90412143282747,197.17635803254456,109.94916727605981,121.22495919953707,102.7263459390654,"Yasmani Grandal",11368,518735
2003,"Hee-Seop Choi","CHC",245,0.1985,0.4495,0.3985,0.1381,0.2848,167.42541781893678,179.71282401574206,97.63836605070541,124.99864464947478,98.2642219038318,113.64939350415746,88.09532885720687,106.31889509042819,147.02920002858727,91.01724322837846,103.9769950767357,102.72264526764805,"Hee-Seop Choi",270,400292
2017,"Yunel Escobar","LAA",381,0.2687,0.4694,0.3712,0.1503,0.2321,90.37182279029562,62.861667474878736,92.38479851698112,70.74620103156816,102.3253610011358,87.3499562367373,134.4403396465409,66.11625667376025,70.67263441722112,91.45153491667536,94.24575551893751,102.72150617424889,"Yunel Escobar",4191,488862
2017,"Craig Gentry","BAL",117,0.2659,0.4378,0.3951,0.16,0.2489,111.62638138910322,96.33100219673962,89.82495173426106,74.11817029732086,106.0165774144608,106.54823824981725,118.63242764877195,74.20705996146631,72.69185270958025,97.32046331497642,91.75248149787258,102.72150617424889,"Craig Gentry",9571,502226
2017,"Kole Calhoun","LAA",654,0.2943,0.4782,0.4467,0.138,0.251,128.89635102094695,96.22053075461999,91.16882474720803,85.00994460576983,95.46516451075367,104.15695669133184,101.33423031794291,96.09814274619703,89.68475306921411,110.04412090286834,98.30623013205422,102.72150617424889,"Kole Calhoun",11200,594777
2004,"Ken Griffey Jr.","CIN",348,0.1677,0.4594,0.4936,0.1276,0.2227,139.75965441065864,117.80357124940863,117.4915139218287,155.3203237920001,87.26705616932304,81.82336720577308,85.3003986612636,128.38376911179205,161.5075244236457,114.85956531957326,131.830603892743,102.71716695847697,"Ken Griffey Jr.",327,115135
2003,"Sean Casey","CIN",629,0.2447,0.4686,0.4421,0.1828,0.239,89.88873784287523,57.182632999837224,94.75762826816278,72.01003108335576,101.91988501801123,119.50472540728896,104.1126614183441,81.90829722860124,83.98022043565132,100.97297955337694,105.97819025944821,102.71303886820817,"Sean Casey",314,112087
2012,"Jason Heyward","ATL",651,0.3208,0.4637,0.4429,0.1513,0.2652,107.94551869412076,121.59448505908908,115.7033556171933,137.1102031728163,105.07821684336709,91.64100422768155,97.39162782442813,108.69876853055598,154.02519460527904,113.59051978800092,118.99052726231119,102.70575674278987,"Jason Heyward",4940,518792
2009,"Brett Gardner","NYY",284,0.1705,0.3398,0.3581,0.2774,0.3183,103.90553690604702,80.89616009800432,88.33583035349548,67.24872057604686,103.4398753750216,97.38385162104456,115.18820228273157,84.60495948748965,42.53373919838623,87.16614655758531,60.36461534461775,102.70431575645993,"Brett Gardner",9927,458731
2011,"Placido Polanco","PHI",523,0.2687,0.4275,0.2581,0.2041,0.2391,95.3775876425046,45.907715913231414,84.07504942980998,42.88318226219571,97.6521462760993,129.08473375565643,95.82509293776467,89.01124521323787,38.183319649935164,65.29476990639458,51.468834603043646,102.68908466375868,"Placido Polanco",1176,135784
2005,"Rafael Furcal","ATL",689,0.1564,0.4143,0.3631,0.2013,0.2488,102.42722187518363,70.27334157246398,100.20538531241243,90.73699969061974,102.79070418389642,110.88082240680987,106.9926345318906,84.6036150994905,74.10426492529922,84.3596285903474,103.5034656896296,102.68801399936703,"Rafael Furcal",88,279577
2010,"Chris Young","ARI",664,0.2132,0.3702,0.4921,0.2209,0.3041,126.12939089268735,118.35448756636345,109.5109911058628,129.3728245373679,98.17113850544617,90.20179878154785,76.71666289680354,131.99907491402192,128.4898945264236,125.58166864961771,105.53536020590826,102.68612752781574,"Chris Young",3882,455759
2002,"J.D. Drew","STL",496,0.1588,0.4226,0.5382,0.176,0.2745,123.15193504582493,128.31527449798372,101.48002782314107,112.545599814032,98.13271512199285,92.57584044360141,95.33022122356587,110.3902606944209,136.21243547466165,126.15408191134622,97.16584609694534,102.68281540387842,"J.D. Drew",1152,136770
2013,"Albert Pujols","LAA",443,0.334,0.4687,0.4315,0.1592,0.2379,110.96160254953664,63.07042242228683,107.84914881000896,120.05480969368804,86.43787040106021,93.44000393901115,88.1000286118128,118.48821690748943,108.52689708910259,108.56599600922169,119.95157405200545,102.68100064552345,"Albert Pujols",1177,405395
2006,"Mike Sweeney","KCR",252,0.2512,0.5384,0.4593,0.0885,0.2161,134.0869019572806,118.00475364855842,100.00160169173829,110.6372085183096,95.92670688120732,109.48841989851957,80.00174430260275,118.65598734577812,98.98631865338803,113.39201895524675,134.22639389928145,102.67815616639425,"Mike Sweeney",634,123041
2013,"Cody Ross","ARI",351,0.3091,0.461,0.3773,0.1663,0.2411,89.11745022611254,75.07926562271456,103.136454500499,94.90560558633425,101.08220582032234,100.51526970103521,95.7870630654462,105.31897673267166,80.98084136737523,98.04231618722254,102.34746273400263,102.67749145225011,"Cody Ross",1760,425496
2020,"Manuel Margot","TBR",159,0.3273,0.4631,0.562,0.1715,0.2762,90.34405009507863,66.18401439409315,84.91076014690921,48.27207977423649,108.72675583484686,105.38612097130786,106.03310214051393,89.61518502299454,18.483810189525897,136.05832467834733,88.84172104072738,102.6722700433826,"Manuel Margot",14712,622534
2003,"Adam Riggs","ANA",72,0.155,0.4784,0.4074,0.1259,0.241,151.33281569763918,79.58944387254088,114.76090428151913,152.9258085211062,83.20353825843773,109.38668742620226,68.58448487242231,131.54490721416622,112.89536167333576,91.15850263591746,84.9455618793452,102.67151071267119,"Adam Riggs",492,121199
2014,"Miguel Montero","ARI",560,0.2887,0.4908,0.392,0.1291,0.2235,127.77152670614814,86.60021152682617,93.58392684466004,91.12621080276581,90.71413694713463,98.81332408084128,102.78088047940656,97.0805355353006,102.39141966125034,99.38582339719616,108.0272330053534,102.6695854055983,"Miguel Montero",3364,471083
2011,"Asdrúbal Cabrera","CLE",667,0.3061,0.4727,0.4665,0.1582,0.2345,81.43905231393299,99.45137206783471,112.59945485565052,124.37581371099407,102.63214728690333,90.2778709377414,99.7740776700702,105.40275733759104,132.8737527404038,114.62379084623406,108.64387313079592,102.65625075696772,"Asdrubal Cabrera",4962,452678
2021,"Jacob Stallings","PIT",427,0.2653,0.4243,0.3883,0.1862,0.2787,124.93083527578645,89.25761719447834,87.78079836369602,71.74795788482359,100.78496230028797,110.41233071787278,103.39924071937881,90.02489920585884,61.54615670045821,96.50435758663582,102.4503787498545,102.65157871698496,"Jacob Stallings",13723,607732
2021,"Wilmer Flores","SFG",436,0.2961,0.4598,0.4494,0.1789,0.249,102.37615307460344,57.59115313840502,106.41226547168492,107.97077277174847,89.69227793375015,102.40802549241761,87.84896435169797,112.86956359063356,95.32964480191119,111.6861033078189,94.16175477961373,102.64170022103289,"Wilmer Flores",5827,527038
2012,"Andrelton Simmons","ATL",182,0.2919,0.4772,0.3986,0.1714,0.2303,79.88541014854546,60.089582159916525,100.46591361864452,82.77781730829143,102.31227259749845,80.894634533642,123.36824972292871,80.59976699662518,68.45564204679067,102.23621518632928,76.95941810349535,102.63845290651543,"Andrelton Simmons",10847,592743
2004,"Mike Sweeney","KCR",452,0.2576,0.5055,0.4715,0.1324,0.2118,85.91125742533566,59.526291774287664,115.97000937338507,132.25899948392038,92.27561189995384,85.56992466223944,83.74582014416777,127.08493023044267,115.48015459391495,106.13540081817018,102.98411646380879,102.63274718377822,"Mike Sweeney",634,123041
2005,"Luis Matos","BAL",433,0.2382,0.4607,0.4332,0.1991,0.275,79.42920715479657,84.86390787231471,87.65261809140604,58.90757904049666,107.31774713746964,94.27943392432486,96.41175454190713,107.73055742310767,30.292676119629036,100.72337904582565,82.47510310466383,102.62719215875128,"Luis Matos",152,275928
2015,"Eduardo Núñez","MIN",204,0.3404,0.4882,0.4161,0.1881,0.2628,76.47394766500685,71.77283396085582,104.26700077265541,94.70515883619733,106.0480143567968,78.38036005845362,127.81079744071855,77.41581603014181,81.66181532966357,102.4145075259732,86.7459001850744,102.6257498213884,"Eduardo Nunez",6848,456488
2021,"Rob Refsnyder","MIN",157,0.2208,0.3991,0.42,0.2033,0.3004,127.75767872481264,111.36675761018442,81.33352713072371,55.08545146832391,111.98624277977281,112.10871881881941,98.99216680691806,94.4503670471312,41.95017994686367,104.28875296198731,105.69017239016951,102.6229892694021,"Rob Refsnyder",13770,608701
2013,"Nate McLouth","BAL",593,0.2132,0.4038,0.4444,0.212,0.2609,109.83420991145752,73.67337018218176,98.45521134118596,94.71636528861852,96.61902637751949,117.03264352080478,89.0412519179759,103.20912126998367,68.09530822982934,111.82623613868574,89.95508206819387,102.61890995782024,"Nate McLouth",3190,434661
2005,"Ryan Langerhans","ATL",373,0.1408,0.4401,0.4063,0.1565,0.2688,112.91088650936854,124.81525160304305,99.69308795146327,100.17534961417185,107.53571893362894,121.77011135564388,92.68258906868604,95.70442809733062,89.28224674170696,94.37468503377421,116.97378297287015,102.61590964796952,"Ryan Langerhans",98,407798
2003,"Matt Lawton","CLE",429,0.1417,0.3988,0.5671,0.1781,0.2375,132.63668627730533,69.75671502074674,97.95589850006776,106.4210977744976,84.66558100192678,108.38313982710781,101.06598506667098,93.26145052732936,126.61161976635343,126.88414637047352,94.08050617951686,102.61167888965382,"Matt Lawton",390,117566
2010,"Gaby Sanchez","FLA",643,0.34,0.4804,0.4292,0.1671,0.2457,100.32670282548202,85.13246500867233,108.42029040139795,115.86573699598688,99.07906544103732,92.89251862501644,83.71063102725384,122.51076937386276,90.41881435935382,109.52152062723866,110.07572997245991,102.61087372971727,"Gaby Sanchez",3361,459991
2014,"Leonys Martin","TEX",583,0.3681,0.4979,0.4229,0.1553,0.2579,86.70807799974239,99.18955828795082,93.04104406263379,65.47976764110143,112.64016090812079,105.72343756360266,113.94552385125549,79.11963763204804,67.6645111176128,101.62207163961918,89.56454858490876,102.6093058485412,"Leonys Martin",11846,547982
2011,"Jason Kubel","MIN",401,0.2574,0.4296,0.4078,0.1982,0.2739,98.51706694296897,119.54838980727011,106.27826836327515,107.1680568781829,110.86444018636867,109.82489429108912,80.72820204574349,117.88026808569076,98.28301142472367,100.19420008141289,117.98939431416284,102.60854147663851,"Jason Kubel",2161,430585
2018,"Jason Heyward","CHC",489,0.3155,0.4536,0.4219,0.1721,0.2432,95.70444597964021,56.86846042295033,94.80980766810497,76.5242064609919,98.7606096796493,82.65680825026467,110.7588677435262,97.52546942360588,48.05889954771337,104.93462979120227,82.58824485288449,102.60338005679885,"Jason Heyward",4940,518792
2012,"Matt Wieters","BAL",593,0.3221,0.4644,0.4005,0.1555,0.2498,126.01213898057804,98.34630738060424,105.6671176020283,119.35794819976529,93.41987797068064,97.78040010593104,99.31441854680071,102.2097078297357,131.02549228420338,98.93564739963054,111.01881767436306,102.60138752076796,"Matt Wieters",4298,446308
2004,"Edgardo Alfonzo","SFG",576,0.2227,0.4581,0.3897,0.1723,0.2338,88.27622141227441,42.491337756047514,93.05123267425283,70.21298129322166,98.66737184707914,117.6466628531544,85.31260373451313,107.88179689305228,51.100632814529725,90.67699232180874,89.73153289356483,102.59982302838138,"Edgardo Alfonzo",859,110135
2010,"Michael Bourn","HOU",605,0.2329,0.4032,0.318,0.1967,0.2697,110.36955585284235,97.64633135597998,83.76924012173895,53.26791910759783,108.85421464724703,94.86132254310733,135.07765659418968,61.543293453142276,22.07312531793327,81.14520080041946,76.73481959120237,102.59358600033275,"Michael Bourn",6387,456422
2014,"Nolan Arenado","COL",467,0.3806,0.5262,0.4526,0.1421,0.2235,68.40017415750302,62.09353139781544,126.41585707785185,153.0610056013658,96.74499352640987,98.22036779501346,83.79817989904015,122.35543074735932,117.54574817843005,114.76983686756112,113.14431239859724,102.59295211269507,"Nolan Arenado",9777,571448
2015,"Travis Shaw","BOS",248,0.3219,0.4637,0.3977,0.1849,0.275,94.3589842632944,116.04206273795252,117.78878930163444,137.86724451173643,102.56878465984927,96.6232744453793,84.25592163875348,121.96602057550498,152.69640782865173,97.86453934301653,102.0913007687111,102.58813042464045,"Travis Shaw",11982,543768
2016,"Jon Jay","SDP",373,0.3467,0.5183,0.3579,0.1484,0.2553,58.94774513583357,101.9264092195176,91.46497134679845,59.424517741863724,121.69542871417029,113.44632706099517,122.8415904566357,61.71928206369428,27.907235367109294,91.71599333788208,91.9732766405573,102.58738201892253,"Jon Jay",5227,445055
2013,"Seth Smith","OAK",410,0.266,0.4387,0.427,0.1821,0.2849,116.8953425737135,116.46911490545521,96.4966067261754,92.93528536438191,107.19626716625667,93.2286012428921,104.77505851368367,98.2127224549466,77.41361335365539,107.43889297200076,96.8763595064401,102.5866560747665,"Seth Smith",7331,452234
2013,"Ryan Lavarnway","BOS",82,0.3191,0.4588,0.3934,0.1853,0.2588,29.973163722652384,105.31781689680683,105.68675982991674,87.08985275540199,123.00246170012016,108.17234798893321,98.32011704584086,97.16195673761501,43.77555476529791,98.99371709728399,146.862973065372,102.5866560747665,"Ryan Lavarnway",8879,543432
2021,"Bradley Zimmer","CLE",348,0.2742,0.4393,0.4033,0.1738,0.3229,101.71377066617646,153.24129826739988,82.86146076502817,68.94538733015622,118.94492549982178,108.3176026151794,113.02363778328149,80.48402203570575,115.1573569328007,100.14573748785101,106.48018653416533,102.58251356110033,"Bradley Zimmer",16221,605548
2007,"Billy Butler","KCR",360,0.2209,0.4638,0.3116,0.1579,0.2404,87.56301899679517,91.48588887746534,105.4604538631184,101.52349027920667,107.4991224932147,111.58451343636959,106.54128485446918,86.67361633162047,94.30041100736554,77.01328325843134,103.08555596665204,102.57854470337674,"Billy Butler",7399,456714
2006,"Moises Alou","SFG",378,0.2123,0.5138,0.5723,0.1012,0.1759,83.39853054283805,49.922435464817674,129.17126636227846,158.69846253623518,91.64826194984862,101.98171786444128,93.55000434520358,106.40235779738903,158.32283346128062,140.4142407167769,114.5276347792477,102.57233865231203,"Moises Alou",261,110189
2007,"Ruben Gotay","NYM",211,0.2606,0.4142,0.4671,0.2161,0.2856,85.87922557765503,121.04922846144702,96.5821176717815,77.39558997494679,117.83670569983266,129.44961799475766,109.05368661160804,75.6573430957851,92.78387242818225,114.98428674694536,103.13509353861865,102.5705450764095,"Ruben Gotay",3417,430905
2006,"Aaron Hill","TOR",606,0.1809,0.4204,0.3906,0.1996,0.254,83.63836383446936,67.47301519470753,88.27401842867383,58.62826429568225,104.68827981317064,96.5474923992197,106.39407223484096,94.25933772003947,33.14274016484134,96.42915304034568,77.45809915623212,102.56961686097839,"Aaron Hill",6104,431094
2002,"Jason Jennings","COL",68,0.2258,0.5314,0.6078,0.1244,0.244,47.27814252870437,116.99333835087671,87.702342155191,41.048889591120954,130.82861867843764,117.21295944904399,104.72982953171123,83.5529589354396,0,142.47147164086766,104.9745343719668,102.56522580823884,"Jason Jennings",434,407298
2019,"Kyle Schwarber","CHC",610,0.2642,0.4303,0.4011,0.1619,0.2741,129.52076508952524,116.9974484659424,119.34916649871201,150.4677157867666,91.7816688631359,91.16336152841511,88.61008154938582,119.17836895632112,155.33372975574324,98.95297056988281,107.74291415199309,102.56461405281263,"Kyle Schwarber",16478,656941
2020,"Daniel Vogelbach","- - -",136,0.2029,0.3366,0.3171,0.2569,0.3268,160.9425675064457,103.70492373341571,93.31697834108118,105.16840738396272,80.91926023816258,95.44926085842712,108.49090463206306,92.2431235748776,149.1182325278065,77.22567766868424,94.62165921896515,102.56132687293417,"Daniel Vogelbach",14130,596129
2003,"Scott Hatteberg","OAK",622,0.1369,0.3364,0.4496,0.248,0.2843,128.46258218154466,54.253897293629336,89.28440768991065,80.46743078931036,88.66069452993561,89.29525475605296,107.23440831695812,98.30073514720651,64.12990944529487,100.59848692878329,80.0313557133734,102.56093293921987,"Scott Hatteberg",916,115608
2007,"Nate McLouth","PIT",382,0.1842,0.3824,0.4747,0.2111,0.2725,115.62502449926635,122.58082869692262,105.27891176683649,122.91548926098143,98.16591180823025,86.68809424883878,72.61051051724098,136.56326413574234,98.23141076863973,116.85584552144508,95.68343157015768,102.55942298968263,"Nate McLouth",3190,434661
2012,"Gerardo Parra","ARI",430,0.3662,0.5071,0.3608,0.1429,0.2522,92.98290307333941,93.25530510721562,94.79686027029683,78.18075648681886,106.62687167607798,105.1790436631987,118.24404323928476,72.34028593508613,86.34044888567325,92.51927817113543,105.94835155119426,102.55908503061029,"Gerardo Parra",8553,467827
2006,"Luis Gonzalez","ARI",668,0.1565,0.4073,0.427,0.1622,0.2063,116.29600471218153,52.853943955102835,100.36782615009616,101.46882287900209,91.79039222040484,99.0583696539559,92.61582306822656,109.03098734089735,62.96930857753609,104.75155478209007,107.07690442404183,102.556175540684,"Luis Gonzalez",55,114935
2002,"Craig Counsell","ARI",491,0.1291,0.3741,0.3939,0.2342,0.2799,98.21528549888761,64.81097339177178,82.96214791836208,43.779206014029754,106.04003821202205,107.91034354533386,118.48223135709736,71.9957470006007,19.27684713834233,92.31671785165928,81.0129557624824,102.55603132626167,"Craig Counsell",52,112736
2017,"Francisco Cervelli","PIT",304,0.2095,0.4125,0.4229,0.1931,0.2871,116.99455532370378,101.80395604107804,84.58204680235701,68.64534954432732,101.95323677485695,100.34685029739181,118.11745659707782,77.03987566730093,67.16373230997658,106.80789484762867,102.17386878303711,102.55415233706027,"Francisco Cervelli",5275,465041
2011,"Jack Hannahan","CLE",366,0.2545,0.4088,0.3496,0.2143,0.295,128.17649175165369,121.84243026706281,94.79821024059098,91.41071958385322,104.66223380422188,83.18554986250227,117.58963302990504,87.82327513007688,102.48314032305422,85.89288570151665,92.37004347397124,102.55313046474106,"Jack Hannahan",3692,435219
2004,"Charles Johnson","COL",362,0.2127,0.479,0.5115,0.1198,0.276,149.62215206580004,153.81394819851388,98.30565238177032,115.5598878443608,97.85914119555395,88.67369534561111,99.87967574394976,106.62465949133566,136.9859554738056,119.02557449243179,107.07439593389567,102.54877834847065,"Charles Johnson",523,116569
2019,"JB Shuck","PIT",57,0.3254,0.4416,0.2632,0.1991,0.2771,158.41136209380383,80.26140758050792,57.36567778825593,22.73237776811674,89.98720257722552,89.58921945180711,136.13919812146707,62.69016870628593,0,64.92932103838963,40.550709373943164,102.54691829751042,"JB Shuck",6677,543776
2019,"Brandon Belt","SFG",616,0.2679,0.4602,0.4144,0.1337,0.2267,152.07876440317443,94.32018354323728,90.5563395822574,90.38929405580743,91.4325926482447,105.87816831738716,66.00688378209337,137.49093821743455,56.88933674604416,102.24354141764904,105.15010292973162,102.54691829751042,"Brandon Belt",10264,474832
2010,"Corey Hart","MIL",614,0.2898,0.4821,0.4052,0.1474,0.2798,82.94625825227276,123.57894190825334,127.20378995236585,160.34322950994212,107.31105534492909,96.63535076156413,87.02344825093218,116.80691300778862,173.8407816481998,103.40871513244653,121.41054218395384,102.54034643322265,"Corey Hart",1945,430611
2017,"Scooter Gennett","CIN",497,0.3206,0.4883,0.4241,0.1573,0.2557,67.08943366108123,109.2127503478942,121.5522908762068,134.41031232432564,110.89140367949281,102.75896609147648,93.41008389533005,106.66996298420197,150.6534184742282,107.1067335300329,106.99113129693325,102.53827932090545,"Scooter Gennett",10339,571697
2013,"Juan Uribe","LAD",426,0.3241,0.5216,0.377,0.1188,0.2364,88.11330995597277,100.21495806920571,109.34964048258075,111.80021355641247,107.45920404836662,94.53972014990153,95.08532628849224,110.04208840763224,102.29158863531973,97.96628850587194,117.623605479825,102.53519779786875,"Juan Uribe",454,346874
2011,"Adrián Beltré","TEX",525,0.3619,0.5078,0.3914,0.1582,0.2344,58.787713844334476,56.2737964414498,137.13935942222543,176.09830572569786,92.91964168734386,93.42570206868416,86.01389015777411,120.2105915827644,163.97302531625525,96.16514339566132,140.45829432711497,102.53359662128052,"Adrian Beltre",639,134181
2021,"Andrew McCutchen","PHI",574,0.2232,0.4164,0.5042,0.185,0.2851,153.6294814603272,103.11367779575775,105.62306774706143,129.497102724688,82.31499098355559,92.36802267455823,94.49300354642395,110.84888091148673,137.03636504225037,125.30423753222286,110.77853514220965,102.52902013992538,"Andrew McCutchen",9847,457705
2017,"Joey Gallo","TEX",532,0.3177,0.4712,0.496,0.1164,0.3091,167.38234665685968,173.01554980962817,124.86032508194221,188.52706453124375,83.92979063496269,88.34801610705526,64.42817944029778,148.76889477175695,219.14455579166548,122.19366220069969,143.77286168812435,102.52842045617857,"Joey Gallo",14128,608336
2006,"Wily Mo Peña","BOS",304,0.3497,0.5505,0.3246,0.1047,0.3021,79.39355962314298,183.41199384638352,111.72947825213224,115.98200133417893,131.09983310909954,106.59124471173294,91.2550438048341,106.85251230013097,136.10618838040773,80.13867642185355,126.54000024325467,102.52463012101707,"Wily Mo Pena",344,276377
2020,"Eric Hosmer","SDP",156,0.3724,0.5018,0.3761,0.1596,0.2456,62.22448773156696,77.67721140385383,122.85500943507405,132.05527545868264,101.13226339719428,90.26512332702235,107.77968162720992,96.57800118858817,149.53445592245103,92.4693857425056,120.84029354290857,102.51615337741089,"Eric Hosmer",3516,543333
2020,"Avisaíl García","MIL",207,0.3881,0.5456,0.3864,0.116,0.2928,104.20848259353986,102.44385843031705,77.38746550208838,50.58470948576668,107.64751495780665,111.31509293284549,113.22309982516363,77.04290548656148,36.922087512865794,95.00083063129196,80.33133133894647,102.51615337741089,"Avisail Garcia",5760,541645
2020,"Jedd Gyorko","MIL",135,0.2883,0.4223,0.4444,0.1943,0.3269,119.83975546792183,121.81759514927171,119.71907080249797,146.72808403372719,94.81149676420893,90.7011869021963,92.2558591859919,115.08878493099908,181.2538854832636,109.28200124263951,94.54634074580228,102.51615337741089,"Jedd Gyorko",10816,576397
2020,"Christian Walker","ARI",243,0.3551,0.5182,0.4269,0.1311,0.2633,84.3316794142035,89.04794944527582,108.90321319704724,107.62303048613369,108.22385489632768,107.40930008557991,99.69095301461776,95.81554337590552,80.21005287063699,104.96823794510419,130.91031795572624,102.51615337741089,"Christian Walker",13419,572233
2020,"Victor Caratini","CHC",132,0.25,0.3993,0.3647,0.1922,0.2865,98.05070813675239,101.63609145332093,77.77191519869281,49.330993340780374,109.71044641663615,86.43289578626998,115.38765927471881,89.7323252204067,24.61472523010972,89.67552455199989,90.0971009941692,102.51615337741089,"Victor Caratini",14968,605170
2020,"Cody Bellinger","LAD",243,0.2989,0.4757,0.4561,0.1355,0.2358,133.15528385324646,74.80027777638458,108.1158379228469,123.58224553359007,83.7203404771376,99.93803543719201,87.91440702197193,114.65797114635194,115.58218783476812,112.15784327707341,111.96277202883371,102.51615337741089,"Cody Bellinger",15998,641355
2020,"Magneuris Sierra","MIA",53,0.3231,0.3981,0.2895,0.1602,0.2282,101.75073518449634,73.48976052717097,86.33054710001153,65.02721854668681,104.29264654302624,67.52569963213446,137.3662610302118,74.7769377778358,0,71.17709293402584,62.01015044007925,102.51615337741089,"Magneuris Sierra",17023,642423
