Season,Name,Team,PA,O-Swing%,Swing%,Pull%,CStr%,CSW%,BB%+,K%+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Hard%+,OBP+,NameASCII,PlayerId,MLBAMID
2018,"Mac Williamson","SFG",105,0.3529,0.5093,0.4627,0.1402,0.2897,116.733381970503,119.18004533738153,91.81874257787695,104.203174781444,84.51072326083006,75.12954958694539,127.67847940403047,81.26749207341707,164.4120255905532,115.08585153779511,78.89026358644034,90.31975021928673,"Mac Williamson",14158,607776
2020,"Omar Narváez","MIL",126,0.3569,0.4882,0.4058,0.1392,0.2712,136.9597196102897,133.95355857823733,63.74871416647705,52.98514156789251,86.6039345034534,113.13001285145035,91.37842564111527,102.35168614204666,53.16780655020481,99.77921851519763,59.763405869589,90.31184929407085,"Omar Narvaez",13338,553882
2006,"Lastings Milledge","NYM",185,0.3123,0.4944,0.3643,0.1639,0.2964,73.03006368275403,128.3272085242724,85.85216426978243,81.56965301577429,96.04680146170678,112.6048137181247,101.45024647774032,91.64435876275454,84.34958524517566,89.3871386098639,84.69718109132538,90.30825469885741,"Lastings Milledge",6441,451186
2013,"Endy Chavez","SEA",279,0.3552,0.4727,0.2636,0.2052,0.2746,39.64192704631107,56.444843032772226,80.6556851982529,40.336352855133555,98.91806349238938,101.57809785175071,122.29705527716743,71.77460616666139,31.162259651653084,66.3237195266598,86.07403736961527,90.30709395726046,"Endy Chavez",768,346795
2009,"Cristian Guzman","WSN",555,0.2969,0.4768,0.4492,0.1876,0.2584,31.08822612583515,77.27660120328157,92.36529522032524,67.4724040392374,106.36864678062916,86.91228520534044,125.59510077247316,77.10790028391936,46.51360232280556,111.47495364499356,77.0938556714415,90.30547133874394,"Cristian Guzman",728,150217
2007,"Tony Abreu","LAD",178,0.3904,0.555,0.3061,0.151,0.2419,44.537786311003224,71.74546987614663,92.58210520481511,81.20320435041177,97.44189138448176,80.19924565902274,123.56468425766371,83.83585963554172,42.443686206810035,75.35618655726614,81.5505982260681,90.30375843054934,"Tony Abreu",5053,473234
2014,"Jason Castro","HOU",512,0.3019,0.4847,0.4214,0.1553,0.2801,86.07409566340068,149.60174099093803,93.45359721136828,104.76469438430492,98.54309088778871,94.25216143066365,101.56549557692986,101.42920919080827,130.53861503050925,101.25836626071647,103.16999678529784,90.30246014147684,"Jason Castro",8722,488771
2003,"Karim Garcia","- - -",262,0.3281,0.5867,0.4718,0.0867,0.2656,64.69189036106822,126.37102476327415,98.50310951518958,99.40177557847971,97.86213240885546,91.15557278452297,97.828147305188,108.36468476480381,136.09303796243077,105.56537093286373,104.78599389878495,90.29476056366737,"Karim Garcia",1537,114588
2008,"Brandon Inge","DET",407,0.1977,0.4057,0.4771,0.203,0.3009,122.90156680937707,137.1575457915473,87.62359826400234,107.44640131703511,80.71642469245285,85.26419043665535,85.26421976484522,125.3317221546576,95.57962372437402,116.33786357223357,113.76226079206629,90.29424879380582,"Brandon Inge",470,276346
2002,"Jason Romano","- - -",101,0.2075,0.4521,0.4,0.2104,0.3443,78.86764104829078,145.8683158320336,75.1426923663268,41.3022080498287,114.88434821473432,100.1801718974307,103.33307160506027,96.03587899245693,0,91.97403806553316,106.76331284934166,90.28351453931552,"Jason Romano",1278,400099
2008,"Joe Mather","STL",147,0.3003,0.4761,0.5294,0.1465,0.2658,89.56615739794732,126.9741786649913,111.09151081334603,146.49431359631194,84.69167626845584,104.11377911802408,69.86815162808854,134.2466222348022,152.53449853313165,130.1044075861883,137.06174394263917,90.27364354496626,"Joe Mather",3714,458628
2010,"Jonathan Lucroy","MIL",297,0.355,0.482,0.3205,0.1898,0.2602,68.59124882460257,80.2936194295604,79.5844561245917,50.24473735176696,95.04798438559452,101.99847528700745,99.19204001187298,99.96448416779738,47.156223449035764,81.79351801503714,86.21315906537231,90.27145081869948,"Jonathan Lucroy",7870,518960
2010,"Wes Helms","FLA",287,0.2598,0.4374,0.3778,0.1892,0.2817,102.52838285470962,143.52134756482587,83.92968334758694,83.4963168655094,97.30986931499999,96.9736642977466,101.70199318610193,99.4948691578298,61.93653235320738,96.40729318948983,83.6130797010764,90.26791663662068,"Wes Helms",94,136500
2013,"Clete Thomas","MIN",322,0.305,0.4447,0.3015,0.1946,0.31,114.49376522145043,145.14388186655563,75.68143828329778,62.43441488308533,100.29254153198772,101.51558825046232,101.73320201785981,96.9721408057605,54.88278529841211,75.86201939371196,75.0304971777762,90.26489447265688,"Clete Thomas",3373,460004
2019,"Adeiny Hechavarría","- - -",221,0.3719,0.5355,0.4103,0.1469,0.2693,71.50015048597143,99.36434905728217,99.61281513318785,107.89480887460643,90.59936030237277,68.36854727354357,109.91514969884311,107.38219221244802,98.52121481755334,101.22314679028844,102.06994846387158,90.26277928701417,"Adeiny Hechavarria",10459,588751
2021,"Mitch Moreland","OAK",252,0.2898,0.4767,0.431,0.1511,0.286,84.27712429997133,100.60572364607962,99.7871620886254,110.5964875153213,87.83067337486702,86.84083640292808,105.65666406337854,100.8090944440214,112.94279182580458,107.02868716999087,101.83130171994583,90.262236926859,"Mitch Moreland",3086,519048
2016,"Kevin Plawecki","NYM",151,0.3097,0.475,0.4545,0.1567,0.25,130.28499695762287,106.52166514161084,62.33681691269365,41.35088480599206,83.72675592027035,80.9665862447037,124.33737844614194,79.95452457822137,28.940837226878145,116.47157538921094,59.79424232341333,90.26136744098324,"Kevin Plawecki",13807,608700
2014,"Jean Segura","MIL",557,0.3606,0.4786,0.337,0.1908,0.2567,64.22985079677845,62.831595827465925,82.30584057495744,57.44165863394524,90.60716283588467,87.24661249592133,131.46026045370223,66.55899706667671,52.6423703399656,85.45126426309459,70.47612111514661,90.2571827010388,"Jean Segura",5933,516416
2019,"Ildemaro Vargas","ARI",211,0.3089,0.4444,0.3933,0.208,0.2584,48.142789120350464,52.03677965732728,92.77923286273612,77.07520214363366,92.91701842088712,104.12306374734266,122.62416864820554,70.12798522726348,88.07199490760404,97.0292101243438,88.01174604078645,90.24333449616095,"Ildemaro Vargas",13324,545121
2006,"Brandon Fahey","BAL",286,0.2276,0.4096,0.2877,0.2259,0.2905,97.04891114720006,103.97621624591882,70.07451299325483,44.14638275176942,92.94391135157451,107.96401107718532,127.41018535382373,63.21927083673482,40.34768367893729,71.03588871210704,56.151902309957165,90.2267025279245,"Brandon Fahey",4746,454994
2016,"Taylor Motter","TBR",93,0.2727,0.4296,0.4839,0.2035,0.2864,147.48259236604426,98.89491370310981,70.7782540548157,67.60411068246978,72.54286451069157,78.93735056496386,106.28759270565229,104.32133985678928,66.83667275071419,118.2237693553428,92.24115190994812,90.22646035210997,"Taylor Motter",12399,600301
2012,"Drew Sutton","- - -",130,0.3346,0.5031,0.2963,0.1704,0.2936,56.44016554537674,168.24248539173277,95.23616401845081,90.72908372700603,125.43703933774412,131.46291112787486,77.84666540007362,110.048880704708,30.42472979857364,74.82501593315939,98.2953382912757,90.2256611367544,"Drew Sutton",7430,450300
2009,"Alex Romero","ARI",157,0.299,0.4345,0.3443,0.2213,0.2803,75.55478711390276,83.77374211603754,80.06838633450351,57.35985235878187,95.69843774274605,95.98406702844989,128.0349606214191,69.61425284916656,32.75958011965825,85.42488770323217,85.70452068001585,90.22330101618132,"Alex Romero",3129,464900
2009,"Brett Carroll","FLA",158,0.2441,0.4827,0.4364,0.1544,0.2824,75.07659236795381,119.43636701334337,90.74185341337667,95.2868254168587,93.63485937688368,100.95293927110124,89.77535529972025,111.34537765378774,67.70313265351251,108.27881863471013,117.99819892315682,90.22330101618132,"Brett Carroll",8066,448276
2012,"Chris Snyder","HOU",258,0.2416,0.382,0.6358,0.2006,0.3032,154.97150431450206,141.2959169395823,74.36941648758543,85.8634801633,73.2606397028355,85.05186882820618,105.45384877334575,102.00407590732887,122.86910054793698,163.04547612615167,96.00235689190302,90.20810009664703,"Chris Snyder",4606,430965
2012,"Josh Donaldson","OAK",294,0.3139,0.4875,0.3879,0.1642,0.2777,59.305712520108656,108.03817383417966,96.55306339619952,100.53769043777199,94.76168097362738,108.1012144172137,89.81933968531808,108.16253807982608,94.85106314013262,95.81570575340854,91.08676205223921,90.20797049405684,"Josh Donaldson",5038,518626
2010,"Michael Brantley","CLE",325,0.2336,0.3671,0.3094,0.258,0.2861,79.5177950498365,66.98121578088234,80.10441909392459,54.848726023815566,91.78266948464248,113.70595874320979,109.09971511972792,83.05390510850114,39.18560482866306,77.41655562998163,92.25442359866486,90.20340241024964,"Michael Brantley",4106,488726
2005,"Aaron Miles","COL",347,0.2854,0.5061,0.3872,0.1943,0.2535,26.24239319730961,67.97815060075372,82.9890279285638,46.52017639569071,104.56971030187565,107.34436020280727,123.63924310215238,66.07023103341912,28.946978486445012,89.95048970216774,65.24027976276574,90.19993473592233,"Aaron Miles",1844,425446
2017,"Rubén Tejada","BAL",124,0.2656,0.4889,0.3232,0.1556,0.2267,76.59992151536382,56.808100690032504,65.87570772111873,30.575637296176833,89.06834909453548,105.59691465881633,91.93694574579169,106.46441469303483,0,79.62583364373911,100.09361620764867,90.1944930608132,"Ruben Tejada",5519,514913
2012,"Ryan Howard","PHI",292,0.363,0.485,0.439,0.1416,0.297,103.73248282337077,176.5645942796669,102.257947881918,133.38447578440883,94.5062250913821,121.81548105545703,95.7461646446497,92.11226416127026,250.55659750004034,112.59085471195915,124.17029578053356,90.19184036195402,"Ryan Howard",2154,429667
