player_name,MLBAMID,Season,BIP,xHR,xBACON,xSLGCON,EV81,EV96,best_speed,hard_hit_rate
"Chirinos, Robinson",455139,2020,53,1.1100797752333502,0.2623304764054856,0.3372326721998227,93.83200000000001,101.21199999999999,91.90232558139535,0.16091954022988506
"Mathis, Jeff",425772,2016,88,1.1099694288624498,0.29779413985935127,0.342201212515099,97.836,104.3,95.06825396825397,0.25196850393700787
"Sánchez, Yolmer",570560,2020,11,1.1067984902647936,0.4838279543275183,0.84253173117182,95.92,101.17999999999999,94.23,0.2857142857142857
"Sucre, Jesús",491696,2016,20,1.106734606843066,0.4672622551210225,0.6587139671687602,98.22500000000001,102.6,96.67692307692307,0.2692307692307692
"Estrada, Thairo",642731,2020,29,1.1053444129103873,0.3123916577676247,0.4310108982597613,93.27,103.18,90.88857142857142,0.1267605633802817
"Hernández, Gorkys",491676,2019,36,1.1027898455204825,0.2704235286348396,0.3800147490433284,94.85000000000002,101.97999999999999,89.66666666666667,0.19696969696969696
"Kelly, Ty",571841,2016,47,1.1001835206610187,0.27383267027425007,0.35224109524036645,94.682,98.756,93.67297297297297,0.16
"Walker, Taijuan",592836,2017,33,1.0954461974663765,0.33500212693417614,0.4378814309869961,91.72400000000002,99.428,91.70384615384616,0.1320754716981132
"Shaw, Chris",622046,2018,31,1.0923178297855216,0.2977254535221765,0.41440453788265397,97.045,107.244,94.964,0.26
"Flowers, Tyler",452095,2020,35,1.0866015529317394,0.38670751260859626,0.5092127920185087,98.137,104.892,96.01282051282051,0.2564102564102564
"McGuire, Reese",624512,2018,22,1.0854195116154948,0.40724786421792075,0.5676039526985716,92,100.31200000000001,89.43888888888888,0.13513513513513514
"Zimmer, Bradley",605548,2020,23,1.084372973774542,0.20837144424086032,0.3549971591000928,92.236,105.676,91.86,0.1
"Ramirez, Hanley",434670,2019,31,1.0803244427637742,0.3167948335777187,0.4295664635087164,100.99000000000001,107.824,98.068,0.32
"Van Slyke, Scott",475100,2017,25,1.080247076069007,0.25623218894004823,0.3940012863690424,97.466,105.828,96.02727272727273,0.2727272727272727
